item_sku,fulfillment_loc,item_class,hstk_std_cost,P_f,sigma_demand_qty,F,H,L_t,sigma_LT,D,avg_margin_loss_intensity,avg_unit_margin_impact,S_score,item_specific_z,safety_stock_qty,Reorder_Point,total_safety_stock_value
SKU-0724,HREP,RRR : RRR Service Part,137.29,1,0.7071067812,0.004,0.9709505916,7,1.75,0.0223880597,-80.98333333,80.98333333,0.2726287237,2.33,5,5.156716418,686.45
SKU-1062,HREP,Diagnostic Tools : Smoke Diagnostics,609.65,1,0.0,0.002,0.9182958312,7,1.75,0.01492537313,-478.56,478.56,0.2808638486,2.33,1,1.104477612,609.65
SKU-0394,CREP,Diagnostic Tools : Injection/Kits/UV Lights,20.56,1,2.872281323,0.005,1.405639058,14,3.5,0.082,-41.745,41.745,0.3193823016,2.33,26,27.14925373,534.56
SKU-0944,HREP,RRR : RRR Service Part,219.74,1,0.5,0.006,#####,7,1.75,0.037,-663.16,663.16,0.2106255079,1.96,3,3.26119403,659.22
SKU-0877,HREP,RRR : RRR Service Part,69.94,1,1.414213562,0.01,0.5032583319,7,1.75,0.09,-161.0475,161.0475,0.2391234089,1.96,8,8.626865672,559.52
SKU-0983,HREP,RRR : RRR Service Part,218.54,1,0.4216370214,0.01354679803,1.378418847,7,1.75,0.09,-95.00090909,95.00090909,0.3095111865,2.33,3,3.626865672,655.62
SKU-0733,HREP,RRR : RRR Service Part,11.95,1,8.5,0.005,0.721928092,7,1.75,0.1567164179,-28.4375,28.4375,0.284453299,2.33,53,54.09701493,633.35
SKU-0722,HREP,RRR : RRR Service Part,74.17,1,1.414213562,0.002,0.9182958312,7,1.75,0.02985074627,-111.99,111.99,0.2722848157,2.33,9,9.208955224,667.53
SKU-0464,HREP,Service Equipment : MiST Machines,207.42,1,0.4472135955,0.006,0.6500224188,7,1.75,0.045,-27.122,4.678,0.240982317,1.96,3,3.313432836,622.26
SKU-0407,HREP,Service Equipment : EGR,516.75,1,0.0,0.001,#####,7,1.75,0.007,-3.29,-3.29,0.1803567599,1.28,1,1.052238806,516.75
SKU-0343,HSTK,RRR,28.21,1,3.535533906,0.002,0,7,1.75,0.1119402985,29.0,-29.0,0.1978142851,1.96,19,19.78358209,535.99
SKU-0769,HSTK,Tools : Tubing Tools,92.85,1,1.060660172,0.01,#####,7,1.75,0.082,87.68,-87.68,0.1902275454,1.96,6,6.574626866,557.1
SKU-0831,HSTK,RRR : RRR Service Part,491.78,1,0.0,0.001,1.251629163,7,1.75,0.007,-718.23,718.23,0.3198020809,2.33,1,1.052238806,491.78
SKU-0831,CREP,RRR : RRR Service Part,527.76,1,0.0,0.005,1.251629163,14,3.5,0.02985074627,-1120.145,1120.145,0.3369694664,2.33,1,1.417910448,527.76
SKU-0831,CSTK,RRR : RRR Service Part,479.53,1,0.0,0.001,1.251629163,7,1.75,0.007,-1356.36,1356.36,0.3460032716,2.33,1,1.052238806,479.53
SKU-0404,HREP,Diagnostic Tools : Smoke Diagnostics,539.47,1,0.0,0.004,1.842370987,7,1.75,0.0223880597,-193.1033333,193.1033333,0.3506443453,2.33,1,1.156716418,539.47
SKU-0404,CREP,Diagnostic Tools : Smoke Diagnostics,489.97,1,0.0,0.002,1.842370987,14,3.5,0.01492537313,-388.32,388.32,0.3584381361,2.33,1,1.208955224,489.97
SKU-0404,CSTK,Diagnostic Tools : Smoke Diagnostics,445.69,1,0.0,0.001,1.842370987,7,1.75,0.007,-798.23,798.23,0.3750470914,2.33,1,1.052238806,445.69
SKU-0406,HREP,Service Equipment : EGR,585.54,1,0.0,0.004,#####,7,1.75,0.0223880597,-75.93666667,75.33666667,0.1837706154,1.96,1,1.156716418,585.54
SKU-0453,CREP,Service Equipment : Airlift,40.29,1,1.892969449,0.005,0.3244118032,14,3.5,0.067,-49.99125,49.99,0.2201368728,1.96,14,14.94029851,564.06
SKU-0207,HREP,Service Equipment : PM Equipment,480.5,1,0.0,0.002,#####,7,1.75,0.01492537313,-768.31,768.31,0.211989644,1.96,1,1.104477612,480.5
SKU-0858,HREP,RRR : RRR Service Part,113.39,1,0.7071067812,0.002,#####,7,1.75,0.0223880597,-471.94,471.94,0.2030569331,1.96,4,4.156716418,453.56
SKU-0940,HREP,RRR : RRR Service Part,133.44,1,0.5936168397,0.02216748768,0.297472246,7,1.75,0.1417910448,-519.9433333,519.9433333,0.2342202947,1.96,4,4.992537313,533.76
SKU-0222,CREP,Service Equipment : PM Equipment,440.2,1,0.0,0.001,#####,14,3.5,0.007,-235.58,235.58,0.1898944319,1.96,1,1.104477612,440.2
SKU-1040,HSTK,Service Equipment : Vacuum Pumps,54.89,1,1.732050808,0.006,0,7,1.75,0.075,53.21,-53.21,0.1912197954,1.96,9,9.52238806,494.01
SKU-0757,CSTK,RRR,21.34,1,3.785938897,0.004,1.825011205,7,1.75,0.1268656716,-49.04333333,49.04333333,0.3605285945,2.33,24,24.8880597,512.16
SKU-0352,CREP,Diagnostic Tools : Injection/Kits/UV Lights,24.25,1,2.0,0.007,1.521928091,14,3.5,0.09,-79.03666667,79.03666667,0.3275933756,2.33,18,19.25373134,436.5
SKU-0206,HREP,Service Equipment : PM Equipment,103.43,1,0.5,0.005,2.046439337,7,1.75,0.037,-77.3425,77.3425,0.3663505587,2.33,4,4.26119403,413.72
SKU-0065,HREP,RM : RM,47.86,1,1.419219644,0.099,0,7,1.75,0.5970149254,55.11,-55.11,0.2064917659,1.96,8,12.17910448,382.88
SKU-0754,HREP,RRR : RRR Service Part,58.95,1,1.0,0.005,0.9182958312,7,1.75,0.045,-73.08,73.08,0.2692349168,2.33,7,7.313432836,412.65
SKU-0695,HSTK,Instruments : AAB Smart Tools,33.61,1,2.315407332,0.01354679803,0,7,1.75,0.1268656716,32.66,-32.66,0.1943757808,1.96,13,13.8880597,436.93
SKU-0864,HREP,RRR : RRR Service Part,63.19,1,0.8728715609,0.026,0.85,7,1.75,0.1865671642,-122.7452381,122.7452381,0.2680232439,2.33,6,7.305970149,379.14
SKU-0740,HREP,RRR : RRR Service Part,13.87,1,6.363961031,0.002,#####,7,1.75,0.082,-5.32,5.32,0.2097861719,1.96,34,34.57462687,471.58
SKU-0198,HSTK,Service Equipment : PM Equipment : PM Adapters,438.68,1,0.0,0.001,0,7,1.75,0.007,411.24,-411.24,0.197106914,1.96,1,1.052238806,438.68
SKU-0821,HREP,RRR : RRR Service Part,373.32,1,0.0,0.001,#####,7,1.75,0.01492537313,-298.54,298.54,0.1924795273,1.96,1,1.104477612,373.32
SKU-0453,HREP,Service Equipment : Airlift,36.86,1,1.894916132,0.184729064,0.3244118032,7,1.75,1.246268657,-21.26013333,21.26013333,0.251330659,1.96,11,19.7238806,405.46
SKU-1042,HREP,Service Equipment : Vacuum Pumps,64.72,1,1.154700538,0.004,#####,7,1.75,0.037,24.05333333,-24.05333333,0.1869370743,1.96,6,6.26119403,388.32
SKU-0786,HREP,Instruments : Scales,387.22,1,0.0,0.002,1.378783489,7,1.75,0.01492537313,-31.285,-31.285,0.3030024499,2.33,1,1.104477612,387.22
SKU-0786,CREP,Instruments : Scales,408.61,1,0.0,0.001,1.378783489,14,3.5,0.01492537313,-169.08,169.08,0.3084385455,2.33,1,1.208955224,408.61
SKU-0018,HREP,Service Equipment : PM Equipment,346.74,1,0.0,0.002,#####,7,1.75,0.01492537313,-266.73,266.73,0.1913951049,1.96,1,1.104477612,346.74
SKU-0200,HREP,Service Equipment : PM Equipment,345.22,1,0.0,0.001,#####,7,1.75,0.007,-771.09,771.09,0.2118821141,1.96,1,1.052238806,345.22
SKU-1043,HREP,Service Equipment : Vacuum Pumps,112.34,1,0.4675625291,0.031,1.78992907,7,1.75,0.1865671642,94.7808,-94.7808,0.3490112,2.33,3,4.305970149,337.02
SKU-0830,HREP,RRR : RRR Service Part,56.36,1,1.154700538,0.004,#####,7,1.75,0.037,-25.53,25.53,0.1869977052,1.96,6,6.26119403,338.16
SKU-0050,HREP,Diagnostic Tools : Smoke Diagnostics : Smoke Diagnostics Service Parts,77.39,1,0.9405399431,0.02339901478,#####,7,1.75,0.1567164179,43.51421053,-43.51421053,0.1903028264,1.96,5,6.097014925,386.95
SKU-0949,CSTK,Instruments : Measurement & Test,423.44,1,0.0,0.001,#####,7,1.75,0.007,-354.35,354.35,0.1947710486,1.96,1,1.052238806,423.44
SKU-0190,HREP,Service Equipment : PM Equipment,371.81,1,0.0,0.004,0.9709505916,7,1.75,0.0223880597,-233.31,233.31,0.2756471118,2.33,1,1.156716418,371.81
SKU-0190,CREP,Service Equipment : PM Equipment,407.41,1,0.0,0.002,0.9709505916,14,3.5,0.01492537313,-436.975,436.975,0.2837877855,2.33,1,1.208955224,407.41
SKU-0046,HREP,Diagnostic Tools : Smoke Diagnostics,72.02,1,0.8478062929,0.083,0,7,1.75,0.5,70.39,-70.39,0.2016223311,1.96,5,8.5,360.1
SKU-0459,HREP,Diagnostic Tools,4.15,1,12.72792206,0.002,1.950212059,7,1.75,0.1641791045,-3.415,3.415,0.4103684151,2.33,79,80.14925373,327.85
SKU-0302,HSTK,"Manifolds, Hoses, Accessories : Couplers",9.4,1,7.778174593,0.002,0,7,1.75,0.097,8.46,-8.46,0.2163871842,1.96,41,41.67910448,385.4
SKU-0019,CSTK,Service Equipment : PM Equipment,289.31,1,0.0,0.001,0,7,1.75,0.007,332.48,-332.48,0.1938730812,1.96,1,1.052238806,289.31
SKU-0019,HSTK,Service Equipment : PM Equipment,292.82,1,0.0,0.002,0,7,1.75,0.01492537313,332.48,-332.48,0.194094756,1.96,1,1.104477612,292.82
SKU-0488,HSTK,RRR,8.52,1,8.148619515,0.007,0,7,1.75,0.2686567164,7.51,-7.51,0.2189302022,1.96,43,44.88059701,366.36
SKU-0818,CREP,RRR : RRR Service Part,331.49,1,0.0,0.01231527094,0.6079696091,14,3.5,0.075,-1127.764,1127.764,0.2819975634,2.33,1,2.044776119,331.49
SKU-0893,CSTK,"Manifolds, Hoses, Accessories : Hoses",59.28,1,1.154700538,0.004,0,7,1.75,0.037,52.52,-52.52,0.1881058967,1.96,6,6.26119403,355.68
SKU-0791,HREP,RRR : RRR Service Part,272.33,1,0.0,0.001,#####,7,1.75,0.1119402985,-206.47,206.47,0.1886991948,1.96,1,1.78358209,272.33
SKU-0278,HSTK,RRR,11.19,1,5.224940191,0.006,0,7,1.75,0.2014925373,10.36,-10.36,0.2054454571,1.96,28,29.41044776,313.32
SKU-0465,CREP,Service Equipment : MiST Machines,264.14,1,0.0,0.001,1,14,3.5,0.007,-36.97,-36.97,0.2696972905,2.33,1,1.104477612,264.14
SKU-0465,HREP,Service Equipment : MiST Machines,273.48,1,0.0,0.001,1,7,1.75,0.007,-328.02,328.02,0.2816476087,2.33,1,1.052238806,273.48
SKU-0848,HREP,RRR : RRR Service Part,9.06,1,5.656854249,0.002,0.9182958312,7,1.75,0.075,-16.48,16.48,0.2877794967,2.33,35,35.52238806,317.1
SKU-0825,HREP,RRR : RRR Service Part,272.32,1,0.0,0.001,0.9182958312,7,1.75,0.0223880597,-110.56,110.56,0.26553234,2.33,1,1.156716418,272.32
SKU-0825,CREP,RRR,294.08,1,0.0,0.002,0.9182958312,14,3.5,0.01492537313,-259.265,259.265,0.2718597427,2.33,1,1.208955224,294.08
SKU-0395,HREP,Diagnostic Tools : Injection/Kits/UV Lights,30.78,1,1.511857892,0.009,1.493213359,7,1.75,0.082,-24.40571429,24.40571429,0.3208122989,2.33,10,10.57462687,307.8
SKU-0458,CREP,Diagnostic Tools : Combustion Leak Tester,33.92,1,1.154700538,0.004,0.8596409945,14,3.5,0.037,-34.35333333,34.35333333,0.2629719893,1.96,9,9.52238806,305.28
SKU-1027,CREP,Service Equipment : Recovery Machines,233.7,1,0.0,0.001,#####,14,3.5,0.02985074627,-59.08,-59.08,0.18264746,1.65,1,1.417910448,233.7
SKU-0824,HREP,RRR : RRR Service Part,8.71,1,5.354126135,0.005,#####,7,1.75,0.1194029851,-25.4825,25.4825,0.2064359156,1.96,28,28.8358209,243.88
SKU-0730,HREP,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",11.11,1,5.033222957,0.004,#####,7,1.75,0.1268656716,-13.79666667,13.79666667,0.204265829,1.96,27,27.8880597,299.97
SKU-0387,HREP,Diagnostic Tools : Injection/Kits/UV Lights,33.38,1,1.264911064,0.01231527094,1.46275522,7,1.75,0.1194029851,-53.611,53.611,0.3188673055,2.33,8,8.835820896,267.04
SKU-1011,HSTK,Tools : Hand Tools,32.54,1,1.414213562,0.002,0,7,1.75,0.02985074627,32.73,-32.73,0.1882593076,1.96,8,8.208955224,260.32
SKU-1044,HREP,Service Equipment : Vacuum Pumps,75.76,1,0.5,0.005,0,7,1.75,0.037,87.12,-87.12,0.1867520163,1.96,3,3.26119403,227.28
SKU-0479,HSTK,RRR,6.41,1,6.363961031,0.002,0,7,1.75,0.082,7.47,-7.47,0.2098744496,1.96,34,34.57462687,217.94
SKU-1049,HSTK,Service Equipment : Vacuum Pumps,284.65,1,0.0,0.001,0,7,1.75,0.007,250.57,-250.57,0.1905099114,1.96,1,1.052238806,284.65
SKU-0748,HREP,RRR : RRR Accessory,31.06,1,1.527525232,0.004,#####,7,1.75,0.075,-182.16,182.16,0.195135044,1.96,8,8.52238806,248.48
SKU-0958,CREP,"Manifolds, Hoses, Accessories : Couplers",16.12,1,2.121320344,0.002,#####,14,3.5,0.037,-36.97,36.97,0.191669442,1.96,16,16.52238806,257.92
SKU-0381,HSTK,RRR,36.18,1,1.0,0.005,0,7,1.75,0.045,39.5,-39.5,0.1870849989,1.96,6,6.313432836,217.08
SKU-0732,HREP,RRR : RRR Service Part,14.29,1,2.773500981,0.016,0.3712323238,7,1.75,0.171641791,-30.23538462,30.23538462,0.2294687465,1.96,15,16.20149254,214.35
SKU-0694,HSTK,Instruments : AAB Smart Tools,12.44,1,3.535533906,0.002,0,7,1.75,0.052,12.22,-12.22,0.1971253096,1.96,19,19.36567164,236.36
SKU-0136,HSTK,Service Equipment : PM Equipment : PM Adapters,64.33,1,0.7071067812,0.002,0,7,1.75,0.0223880597,57.81,-57.81,0.1860530326,1.96,4,4.156716418,257.32
SKU-0476,HSTK,RRR,10.21,1,4.024922359,0.006,0,7,1.75,0.1044776119,10.9,-10.9,0.1999758005,1.96,21,21.73134328,214.41
SKU-1070,HREP,Diagnostic Tools : Smoke Diagnostics : Adapters,215.69,1,0.0,0.002,#####,7,1.75,0.01492537313,-55.28,55.28,0.1827131094,1.65,1,1.104477612,215.69
SKU-0850,HREP,RRR : RRR Service Part,11.32,1,3.774917218,0.005,#####,7,1.75,0.1119402985,-19.8925,19.8925,0.198979214,1.96,20,20.78358209,226.4
SKU-0385,HREP,Diagnostic Tools : Injection/Kits/UV Lights,0.78,1,39.33174632,0.002,1,7,1.75,1.425373134,-2.63,2.63,0.448508988,2.33,243,252.9776119,189.54
SKU-0354,CREP,Diagnostic Tools : Injection/Kits/UV Lights,23.43,1,0.9574271078,0.006,0.8960382296,14,3.5,0.052,-40.218,40.218,0.2659547406,2.33,9,9.73,210.87
SKU-0199,HREP,Service Equipment : PM Equipment,219.6,1,0.0,0.002,1,7,1.75,0.01492537313,-70.215,41.795,0.2707005298,2.33,1,1.104477612,219.6
SKU-0199,CREP,Service Equipment : PM Equipment,183.87,1,0.0,0.002,1,14,3.5,0.01492537313,-280.96,280.96,0.2799370315,2.33,1,1.208955224,183.87
SKU-1048,HSTK,Service Equipment : Vacuum Pumps,224.44,1,0.0,0.004,0,7,1.75,0.0223880597,215.52,-215.52,0.1895141316,1.96,1,1.156716418,224.44
SKU-1048,CSTK,Service Equipment : Vacuum Pumps,186.49,1,0.0,0.004,0,7,1.75,0.0223880597,215.52,-215.52,0.1895141316,1.96,1,1.156716418,186.49
SKU-1056,HREP,Service Equipment : Vacuum Pumps,229.3,1,0.0,0.001,0,7,1.75,0.007,215.11,-215.11,0.1890539475,1.96,1,1.052238806,229.3
SKU-0809,HREP,RRR : RRR Service Part,234.13,1,0.0,0.001,1,7,1.75,0.052,-155.89,155.89,0.2745800661,2.33,1,1.365671642,234.13
SKU-0809,CSTK,RRR : RRR Service Part,236.52,1,0.0,0.001,1,7,1.75,0.007,-311.21,311.21,0.2809574,2.33,1,1.052238806,236.52
SKU-0014,HREP,Diagnostic Tools : Smoke Diagnostics : Smoke Diagnostics Service Parts,55.93,1,0.755928946,0.009,#####,7,1.75,0.067,30.37714286,-30.37714286,0.1862584646,1.96,4,4.470149254,223.72
SKU-0822,HREP,RRR : RRR Service Part,18.04,1,1.788854382,0.006,0.954434,7,1.75,0.067,-19.65,19.65,0.2740515774,2.33,12,12.47014925,216.48
SKU-0885,HSTK,Service Equipment : PM Equipment,197.4,1,0.0,0.001,0.8112781216,7,1.75,0.1567164179,-95.51,95.51,0.2555013706,1.96,1,2.097014925,197.4
SKU-1047,HSTK,Service Equipment : Vacuum Pumps,204.56,1,0.0,0.002,0,7,1.75,0.01492537313,209.29,-209.29,0.1890366571,1.96,1,1.104477612,204.56
SKU-1038,HSTK,Service Equipment : Vacuum Pumps,181.08,1,0.0,0.005,1,7,1.75,0.02985074627,206.68,-206.68,0.2773304942,2.33,1,1.208955224,181.08
SKU-0942,HREP,RRR : RRR Service Part,73.07,1,0.5773502692,0.005,#####,7,1.75,0.02985074627,-207.05,207.05,0.1920302518,1.96,3,3.208955224,219.21
SKU-0138,CSTK,Service Equipment : PM Equipment : PM Adapters,35.39,1,0.9574271078,0.006,#####,7,1.75,0.052,41.27,-41.27,0.1871845157,1.96,5,5.365671642,176.95
SKU-0487,HSTK,Service Equipment : Recovery Machines,16.37,1,2.121320344,0.002,0,7,1.75,0.067,16.81,-16.81,0.190841686,1.96,12,12.47014925,196.44
SKU-0878,CREP,RRR : RRR Service Part,202.03,1,0.0,0.001,0.8112781216,14,3.5,0.007,-257.81,257.81,0.2621653,1.96,1,1.104477612,202.03
SKU-0988,HSTK,Instruments : AAB Smart Tools,42.03,1,0.9574271078,0.005,0,7,1.75,0.052,40.22,-40.22,0.1869197287,1.96,5,5.365671642,210.15
SKU-0983,HSTK,RRR : RRR Service Part,187.05,1,0.0,0.001,1.378418847,7,1.75,0.007,-103.81,103.81,0.3057265299,2.33,1,1.052238806,187.05
SKU-0983,CREP,RRR : RRR Service Part,192.91,1,0.0,0.001,1.378418847,14,3.5,0.007,-388.64,388.64,0.3174215,2.33,1,1.104477612,192.91
SKU-0792,HREP,RRR : RRR Service Part,100.09,1,0.316227766,0.01231527094,1.291691991,7,1.75,0.082,-53.137,53.137,0.2994599161,2.33,2,2.574626866,200.18
SKU-0717,HREP,RRR : RRR Service Part,9.97,1,4.082482905,0.007,0.5916727757,7,1.75,0.1194029851,-8.711666667,8.711666667,0.2524132,1.96,22,22.8358209,219.34
SKU-0246,HSTK,Instruments : Scales,0.89,1,36.67,0.006,0,7,1.75,2.126865672,0.85,-0.85,0.348981322,2.33,227,241.8880597,202.03
SKU-0932,HSTK,"Manifolds, Hoses, Accessories : Manifolds",177.8,1,0.0,0.001,0.8112781216,7,1.75,0.075,-59.71,59.71,0.2540314466,1.96,1,1.52238806,177.8
SKU-0209,HREP,Service Equipment : PM Equipment,210.47,1,0.0,0.001,#####,7,1.75,0.007,-32.26,-32.26,0.1815462488,1.65,1,1.052238806,210.47
SKU-1037,HREP,Service Equipment : Vacuum Pumps,164.34,1,0.0,0.004,0,7,1.75,0.0223880597,189.65,-189.65,0.1884519267,1.96,1,1.156716418,164.34
SKU-0230,HREP,Service Equipment : MiST Machines,176.12,1,0.0,0.001,0.9182958312,7,1.75,0.007,-11.26,11.26,0.2614551485,1.96,1,1.052238806,176.12
SKU-0230,CREP,Service Equipment : MiST Machines,166.81,1,0.0,0.002,0.9182958312,14,3.5,0.01492537313,-7.59,-7.59,0.2615261356,1.96,1,1.208955224,166.81
SKU-0464,CREP,Service Equipment : MiST Machines,185.64,1,0.0,0.001,0.6500224188,14,3.5,0.01492537313,-146.7,146.7,0.2434195247,1.96,1,1.208955224,185.64
SKU-0908,CREP,Instruments : Electronic Leak Detectors,191.82,1,0.0,0.002,1,14,3.5,0.01492537313,-138.335,138.335,0.2740809445,2.33,1,1.208955224,191.82
SKU-0908,CSTK,Instruments : Electronic Leak Detectors,185.96,1,0.0,0.002,1,7,1.75,0.01492537313,-244.41,244.41,0.278436313,2.33,1,1.104477612,185.96
SKU-0909,HREP,Instruments : Electronic Leak Detectors,200.3,1,0.0,0.001,#####,7,1.75,0.045,-16.32,-16.32,0.180891763,1.65,1,1.313432836,200.3
SKU-0853,HREP,RRR : RRR Service Part,13.22,1,2.645751311,0.009,#####,7,1.75,0.1044776119,-18.03571429,18.03571429,0.1944004224,1.96,14,14.73134328,185.08
SKU-0685,CSTK,Service Equipment : PM Equipment,12.82,1,2.317405957,0.037,0,7,1.75,0.7313432836,13.94,-13.94,0.1978281194,1.96,13,18.11940299,166.66
SKU-0324,CSTK,Diagnostic Tools : Injection/Kits/UV Lights,182.11,1,0.0,0.01354679803,0.8112781216,7,1.75,0.082,141.5036364,-141.5036364,0.2596065873,1.96,1,1.574626866,182.11
SKU-0324,CREP,Diagnostic Tools : Injection/Kits/UV Lights,192.87,1,0.0,0.004,0.8112781216,14,3.5,0.0223880597,-231.5266667,231.5266667,0.2615294737,1.96,1,1.313432836,192.87
SKU-0907,CSTK,Instruments : Electronic Leak Detectors,179.83,1,0.0,0.001,1.842370987,7,1.75,0.007,-60.33,60.33,0.3447494113,2.33,1,1.052238806,179.83
SKU-0907,HREP,Instruments : Electronic Leak Detectors,176.54,1,0.0,0.004,1.842370987,7,1.75,0.0223880597,-81.29,81.29,0.3460533646,2.33,1,1.156716418,176.54
SKU-0907,CREP,Instruments : Electronic Leak Detectors,181.24,1,0.0,0.001,1.842370987,14,3.5,0.007,-156.3,156.3,0.3486898753,2.33,1,1.104477612,181.24
SKU-0625,HREP,Other,26.03,1,1.0,0.004,1,7,1.75,0.045,-19.51,19.51,0.2740002002,2.33,7,7.313432836,182.21
SKU-0004,HSTK,Service Equipment : PM Equipment,11.97,1,2.683281573,0.006,0,7,1.75,0.082,12.69,-12.69,0.1939093369,1.96,14,14.57462687,167.58
SKU-0366,HSTK,Tools : Hand Tools,0.81,1,39.33174632,0.002,0,7,1.75,1.343283582,0.73,-0.73,0.3604733231,2.33,243,252.4029851,196.83
SKU-0910,HREP,Instruments : Electronic Leak Detectors,158.57,1,0.0,0.001,1,7,1.75,0.007,-8.08,8.08,0.2685110865,2.33,1,1.052238806,158.57
SKU-0910,CREP,Instruments : Electronic Leak Detectors,149.45,1,0.0,0.001,1,14,3.5,0.007,-84.33,84.33,0.2716418604,2.33,1,1.104477612,149.45
SKU-0090,CSTK,Diagnostic Tools : Smoke Diagnostics,185.63,1,0.0,0.001,#####,7,1.75,0.007,173.09,-173.09,0.1873286343,1.96,1,1.052238806,185.63
SKU-0090,HSTK,Diagnostic Tools : Smoke Diagnostics,190.87,1,0.0,0.002,#####,7,1.75,0.01492537313,173.09,-173.09,0.1875503092,1.96,1,1.104477612,190.87
SKU-0090,HREP,Diagnostic Tools : Smoke Diagnostics,180.5,1,0.0,0.001,#####,7,1.75,0.007,-250.3,250.3,0.1904988252,1.96,1,1.052238806,180.5
SKU-0783,HSTK,Tools : Tubing Tools,42.57,1,0.7071067812,0.002,0,7,1.75,0.0223880597,42.97,-42.97,0.1854437122,1.96,4,4.156716418,170.28
SKU-0892,HSTK,"Manifolds, Hoses, Accessories : Hoses",47.96,1,0.7071067812,0.002,0,7,1.75,0.0223880597,41.98,-41.98,0.1854030634,1.96,4,4.156716418,191.84
SKU-0193,HSTK,Diagnostic Tools : Smoke Diagnostics,161.26,1,0.0,0.001,0,7,1.75,0.007,167.76,-167.76,0.1871097882,1.96,1,1.052238806,161.26
SKU-0193,CREP,Diagnostic Tools : Smoke Diagnostics,163.02,1,0.0,0.01,0,14,3.5,0.06,167.76,-167.76,0.1886615123,1.96,1,1.835820896,163.02
SKU-0293,HREP,Diagnostic Tools : Injection/Kits/UV Lights : Injection/Kits/UV Lights Service Parts,55.26,1,0.5773502692,0.004,#####,7,1.75,0.02985074627,-59.58333333,59.58333333,0.1857536943,1.96,3,3.208955224,165.78
SKU-0167,HREP,Diagnostic Tools : Smoke Diagnostics,19.68,1,1.382448213,0.1416256158,0,7,1.75,0.8582089552,20.1,-20.1,0.2126446166,1.96,8,14.00746269,157.44
SKU-0863,HSTK,RRR : RRR Service Part,161.33,1,0.0,0.001,0.3574288858,7,1.75,0.007,-496.2,496.2,0.2320339205,1.96,1,1.052238806,161.33
SKU-0863,CREP,RRR : RRR Service Part,180.91,1,0.0,0.001,0.3574288858,14,3.5,0.007,-833.57,833.57,0.2458861069,1.96,1,1.104477612,180.91
SKU-0793,HREP,RRR : RRR Replacement Part,48.44,1,0.377964473,0.01,0.9219280906,7,1.75,0.06,-107.1875,107.1875,0.2689948143,2.33,3,3.417910448,145.32
SKU-0893,HSTK,"Manifolds, Hoses, Accessories : Hoses",46.98,1,0.4879500365,0.009,0,7,1.75,0.067,52.52,-52.52,0.185941242,1.96,3,3.470149254,140.94
SKU-0016,CREP,Diagnostic Tools : Smoke Diagnostics,25.54,1,0.7071067812,0.002,0,14,3.5,0.0223880597,26.14,-26.14,0.1847526836,1.96,6,6.313432836,153.24
SKU-1046,CSTK,Service Equipment : Vacuum Pumps,156.55,1,0.0,0.001,0,7,1.75,0.007,156.36,-156.36,0.1866417118,1.96,1,1.052238806,156.55
SKU-1046,HREP,Service Equipment : Vacuum Pumps,166.36,1,0.0,0.005,0,7,1.75,0.02985074627,156.36,-156.36,0.1873067365,1.96,1,1.208955224,166.36
SKU-0982,HREP,RRR : RRR Service Part,43.75,1,0.7440238091,0.01,0.5032583319,7,1.75,0.082,-9.9925,-9.9925,0.2298540979,1.96,4,4.574626866,175.0
SKU-0377,HSTK,RRR,20.2,1,1.527525232,0.004,0,7,1.75,0.052,19.12,-19.12,0.1884407308,1.96,8,8.365671642,161.6
SKU-0247,HSTK,RRR,15.78,1,2.0,0.004,0,7,1.75,0.067,13.77,-13.77,0.1903833233,1.96,11,11.47014925,173.58
SKU-1071,HREP,Diagnostic Tools : Smoke Diagnostics,138.27,1,0.0,0.001,1,7,1.75,0.007,-69.89,-69.89,0.2710489637,2.33,1,1.052238806,138.27
SKU-0191,CSTK,Service Equipment : PM Equipment : PM Adapters,135.4,1,0.0,0.001,#####,7,1.75,0.007,148.36,-148.36,0.1863132371,1.96,1,1.052238806,135.4
SKU-0191,CREP,Service Equipment : PM Equipment : PM Adapters,139.75,1,0.0,0.001,#####,14,3.5,0.01492537313,-198.8,198.8,0.1883842697,1.96,1,1.208955224,139.75
SKU-0844,HREP,RRR : RRR Service Part,80.54,1,0.2773500981,0.01724137931,0.5435644403,7,1.75,0.1044776119,-148.09,148.09,0.2382638572,1.96,2,2.731343284,161.08
SKU-0951,CSTK,Diagnostic Tools,133.47,1,0.0,0.001,1.291691991,7,1.75,0.007,-70.47,70.47,0.2967293212,2.33,1,1.052238806,133.47
SKU-0951,HREP,Instruments : Measurement & Test,133.9,1,0.0,0.002,1.291691991,7,1.75,0.01492537313,-70.25,70.25,0.296942,2.33,1,1.104477612,133.9
SKU-1057,HSTK,Service Equipment : Vacuum Pumps,140.87,1,0.0,0.002,0,7,1.75,0.01492537313,144.7,-144.7,0.1863846349,1.96,1,1.104477612,140.87
SKU-1057,HREP,Service Equipment : Vacuum Pumps,136.78,1,0.0,0.005,0,7,1.75,0.02985074627,144.7,-144.7,0.1868279847,1.96,1,1.208955224,136.78
SKU-0187,HREP,Service Equipment : PM Equipment,150.39,1,0.0,0.004,#####,7,1.75,0.0223880597,-77.40666667,77.40666667,0.1838432904,1.96,1,1.156716418,150.39
