txn_date,txn_type,doc_num,created_by,customer_name,customer_category,ship_state,ship_zip,ship_method,ship_tier,fulfillment_loc,fulfillment_country,item_category,item_class,item_type,item_sku,item_rate,item_qty,memo_note,txn_amount,hstk_std_cost
2024-11-27,Credit Memo,DOC-000107,USER-14,CUSTOMER-280,05: Auto Sales Reps,ON,,,,CSTK,Canada,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0924,8001.57,-1.0,,-7344.22,3221.08
2022-02-10,Credit Memo,DOC-000108,USER-11,CUSTOMER-028,15: Auto-Service Centers,,,,,HREP,,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0837,3316.6,-1.0,,-3825.45,2805.21
2023-11-03,Credit Memo,DOC-000109,USER-11,CUSTOMER-184,10: Auto-Wholesale,,,,,HREP,,Automotive Service Tools,Service Equipment : EGR,Assembly/Bill of Materials,SKU-0407,489.56,-1.0,,-594.72,544.16
2024-01-17,Credit Memo,DOC-000110,USER-11,CUSTOMER-247,13: Auto-OEM,TX,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories : Manifolds",Assembly/Bill of Materials,SKU-0932,282.04,-10.0,,-2666.87,219.13
2024-08-27,Credit Memo,DOC-000111,USER-11,CUSTOMER-247,13: Auto-OEM,TX,,,,HSTK,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories : Manifolds",Assembly/Bill of Materials,SKU-0932,248.31,-10.0,,-2158.75,203.11
2022-02-23,Credit Memo,DOC-000112,USER-11,CUSTOMER-174,10: Auto-Wholesale,WI,,,,HREP,,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0837,3127.56,-1.0,,-3186.9,3183.39
2023-08-04,Credit Memo,DOC-000113,USER-11,CUSTOMER-154,10: Auto-Wholesale,,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0837,3155.4,-1.0,,-3692.08,3023.27
2023-11-22,Credit Memo,DOC-000114,USER-14,CUSTOMER-341,10: Auto-Wholesale,QC,,Carrier TBD,,CSTK,Canada,HVAC Diagnostic Tools,Instruments : Measurement & Test,Assembly/Bill of Materials,SKU-0949,740.11,-1.0,,-744.8,353.77
2024-11-27,Credit Memo,DOC-000115,USER-14,CUSTOMER-280,05: Auto Sales Reps,ON,,,,CSTK,Canada,Automotive Machine - Fluid Service,Service Equipment : PM Equipment : PM With setup,Assembly/Bill of Materials,SKU-0423,2800.66,-1.0,,-3196.48,1301.35
2024-12-06,Credit Memo,DOC-000116,USER-14,CUSTOMER-280,05: Auto Sales Reps,ON,,Call for Pick UP,,CSTK,Canada,Automotive Machine - Fluid Service,Service Equipment : PM Equipment : PM With setup,Assembly/Bill of Materials,SKU-0423,3433.2,-1.0,,-2911.52,1166.56
2023-04-12,Credit Memo,DOC-000117,USER-11,CUSTOMER-155,10: Auto-Wholesale,,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0837,3437.4,-1.0,,-2960.49,2873.56
2022-12-13,Credit Memo,DOC-000118,USER-14,CUSTOMER-312,11: Auto-Mobile,AB,,CA-UPS® Standard,Domestic Standard Ground,CREP,Canada,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-0795,2920.4,-1.0,,-3107.07,1578.17
2023-11-22,Credit Memo,DOC-000119,USER-14,CUSTOMER-335,10: Auto-Wholesale,QC,,,,CREP,Canada,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories : Adapters, Valves, Fittings",Assembly/Bill of Materials,SKU-0712,145.12,-7.0,,-1107.83,
2024-04-10,Credit Memo,DOC-000120,USER-14,CUSTOMER-244,10: Auto-Wholesale,ON,,,,CREP,Canada,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0926,8201.72,-1.0,,-7015.67,3843.86
2024-06-27,Credit Memo,DOC-000121,USER-14,CUSTOMER-061,10: Auto-Wholesale,ON,,,,CREP,Canada,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0926,8099.31,-1.0,,-8937.37,3781.98
2022-11-08,Credit Memo,DOC-000122,USER-11,CUSTOMER-305,12: Auto-Open,FL,,,,HREP,,HVAC Diagnostic Tools,Instruments : Digital Manifolds,Inventory Item,SKU-0234,1.71,-353.0,,-593.55,1.19
2024-04-15,Credit Memo,DOC-000123,USER-11,CUSTOMER-065,10: Auto-Wholesale,NY,,,,HREP,,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0189,190.44,-6.0,,-1240.1,117.99
2022-05-18,Credit Memo,DOC-000124,USER-11,CUSTOMER-283,13: Auto-OEM,MI,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories : Couplers",Inventory Item,SKU-0301,8.77,-200.0,,-1744.46,6.25
2024-07-29,Credit Memo,DOC-000125,USER-11,CUSTOMER-045,10: Auto-Wholesale,FL,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0926,6204.06,-1.0,,-7679.67,2940.05
2022-05-16,Credit Memo,DOC-000126,USER-11,CUSTOMER-174,10: Auto-Wholesale,GA,,LTL,Freight LTL,HFLD,,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0202,933.5,-1.0,,-900.48,961.11
2022-11-10,Credit Memo,DOC-000127,USER-11,CUSTOMER-137,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0202,887.46,-1.0,,-957.28,899.52
2024-10-23,Credit Memo,DOC-000128,USER-14,CUSTOMER-280,05: Auto Sales Reps,ON,,Call for Pick UP,,CSTK,Canada,Automotive Machine - Fluid Service,Service Equipment : PM Equipment : PM With setup,Assembly/Bill of Materials,SKU-0418,4240.87,-1.0,,-5046.9,2194.04
2024-11-27,Credit Memo,DOC-000129,USER-14,CUSTOMER-280,05: Auto Sales Reps,ON,,,,CSTK,Canada,Automotive Machine - Fluid Service,Service Equipment : PM Equipment : PM With setup,Assembly/Bill of Materials,SKU-0418,4182.31,-1.0,,-4313.29,2155.54
2024-12-06,Credit Memo,DOC-000130,USER-14,CUSTOMER-280,05: Auto Sales Reps,ON,,Call for Pick UP,,CSTK,Canada,Automotive Machine - Fluid Service,Service Equipment : PM Equipment : PM With setup,Assembly/Bill of Materials,SKU-0418,4871.94,-1.0,,-5379.78,2082.57
2023-01-31,Credit Memo,DOC-000131,USER-11,CUSTOMER-211,11: Auto-Mobile,TN,,LTL,Freight LTL,HSTK,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0700,4190.48,-2.0,,-8898.72,3611.14
2024-05-20,Credit Memo,DOC-000132,USER-11,CUSTOMER-115,13: Auto-OEM,FL,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-0405,2030.59,-1.0,,-1757.35,1142.09
2023-06-05,Credit Memo,DOC-000133,USER-11,CUSTOMER-298,13: Auto-OEM,LA,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-0795,2304.72,-1.0,,-2384.0,1279.94
2024-09-05,Credit Memo,DOC-000134,USER-14,CUSTOMER-280,05: Auto Sales Reps,ON,,,,CSTK,Canada,Automotive Service Tool Parts,Service Equipment : Recovery Machines,Assembly/Bill of Materials,SKU-1030,1952.29,-1.0,,-2113.08,646.2
2024-04-04,Credit Memo,DOC-000135,USER-14,CUSTOMER-235,10: Auto-Wholesale,ON,,,,CREP,Canada,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0838,8931.89,-1.0,,-8538.55,4322.06
2024-06-04,Credit Memo,DOC-000136,USER-11,CUSTOMER-328,10: Auto-Wholesale,FL,,LTL,Freight LTL,HFLD,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0924,4955.26,-1.0,,-6042.97,3619.96
2024-06-04,Credit Memo,DOC-000137,USER-11,CUSTOMER-328,10: Auto-Wholesale,FL,,LTL,Freight LTL,HFLD,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0924,6578.75,-1.0,,-6482.06,3710.43
2023-11-22,Credit Memo,DOC-000138,USER-14,CUSTOMER-335,10: Auto-Wholesale,QC,,,,CREP,Canada,Automotive Machine - Fluid Service,Service Equipment : PM Equipment : PM With setup,Assembly/Bill of Materials,SKU-0423,2350.44,-1.0,,-2575.85,1183.96
2024-04-23,Credit Memo,DOC-000139,USER-14,CUSTOMER-085,10: Auto-Wholesale,,,,,CREP,Canada,Automotive Machine - Fluid Service,Service Equipment : PM Equipment : PM With setup,Assembly/Bill of Materials,SKU-0423,2563.41,-1.0,,-2592.85,1218.08
2023-01-06,Credit Memo,DOC-000140,USER-11,CUSTOMER-297,10: Auto-Wholesale,,,,,HREP,,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0207,1118.78,-1.0,,-1186.18,503.64
2024-02-01,Credit Memo,DOC-000141,USER-11,CUSTOMER-322,15: Auto-Service Centers,AZ,,,,HREP,,Automotive Parts,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0207,1273.75,-1.0,,-1247.95,438.11
2024-06-07,Credit Memo,DOC-000142,USER-11,CUSTOMER-013,10: Auto-Wholesale,FL,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0926,6376.17,-1.0,,-6497.24,3805.19
2024-06-07,Credit Memo,DOC-000143,USER-11,CUSTOMER-013,10: Auto-Wholesale,FL,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0926,7233.84,-1.0,,-5519.67,3263.82
2024-08-13,Credit Memo,DOC-000144,USER-11,CUSTOMER-228,10: Auto-Wholesale,OH,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0926,6531.59,-1.0,,-6911.52,3121.1
2025-01-17,Credit Memo,DOC-000145,USER-11,CUSTOMER-044,10: Auto-Wholesale,IN,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0926,6343.15,-1.0,,-6055.37,3337.15
2022-02-17,Credit Memo,DOC-000146,USER-11,CUSTOMER-298,13: Auto-OEM,OR,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-0795,1911.34,-1.0,,-1920.97,1584.58
2022-08-09,Credit Memo,DOC-000147,USER-11,CUSTOMER-298,13: Auto-OEM,MO,,LTL,Freight LTL,HFLD,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-0795,1951.16,-1.0,,-1906.6,1656.28
2025-02-19,Credit Memo,DOC-000148,USER-02,CUSTOMER-215,10: Auto-Wholesale,PA,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0926,6111.97,-1.0,,-5679.55,3137.67
2025-05-13,Credit Memo,DOC-000149,USER-02,CUSTOMER-215,10: Auto-Wholesale,CA,,,,HFLD,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0926,5962.98,-1.0,,-5779.12,3093.66
2024-12-12,Credit Memo,DOC-000150,USER-14,CUSTOMER-235,10: Auto-Wholesale,ON,,,,CSTK,Canada,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0933,5567.14,-3.0,,-20113.22,4351.77
2024-12-23,Credit Memo,DOC-000151,USER-14,CUSTOMER-236,10: Auto-Wholesale,AB,,,,CSTK,Canada,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0933,7136.27,-3.0,,-19988.86,3899.11
2024-02-08,Credit Memo,DOC-000152,USER-11,CUSTOMER-301,11: Auto-Mobile,NY,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-0800,154.38,-9.0,,-1150.81,133.42
2022-07-06,Credit Memo,DOC-000153,USER-14,CUSTOMER-037,15: Auto-Service Centers,ON,,CA-UPS® Standard,Domestic Standard Ground,CSTK,Canada,Automotive Service Tool Parts,Service Equipment : Recovery Machines,Assembly/Bill of Materials,SKU-1030,1544.72,-1.0,,-1579.09,648.61
2024-03-04,Credit Memo,DOC-000154,USER-11,CUSTOMER-215,10: Auto-Wholesale,TX,,,,HREP,,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0838,7256.87,-1.0,,-7840.28,4796.04
2024-06-19,Credit Memo,DOC-000155,USER-11,CUSTOMER-063,10: Auto-Wholesale,NC,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0924,4163.54,-1.0,,-4141.1,3546.27
2024-08-13,Credit Memo,DOC-000156,USER-11,CUSTOMER-063,10: Auto-Wholesale,NC,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0924,4961.26,-1.0,,-4735.65,3045.85
2023-05-05,Credit Memo,DOC-000157,USER-11,CUSTOMER-306,10: Auto-Wholesale,CA,,LTL,Freight LTL,HFLD,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0933,5485.14,-3.0,,-17719.86,3369.54
2024-02-19,Credit Memo,DOC-000158,USER-11,CUSTOMER-191,13: Auto-OEM,MI,,,,HREP,,Automotive Service Equipment,Service Equipment : Airlift,Assembly/Bill of Materials,SKU-0906,26.34,-50.0,,-1284.96,19.76
2024-08-06,Credit Memo,DOC-000159,USER-11,CUSTOMER-291,10: Auto-Wholesale,VA,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0924,4742.36,-1.0,,-4953.69,3075.66
2024-08-07,Credit Memo,DOC-000160,USER-11,CUSTOMER-291,10: Auto-Wholesale,VA,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0924,4797.84,-1.0,,-4605.05,2939.24
2024-08-07,Credit Memo,DOC-000161,USER-11,CUSTOMER-291,10: Auto-Wholesale,VA,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0924,3917.51,-1.0,,-5070.88,3057.6
2023-12-01,Credit Memo,DOC-000162,USER-14,CUSTOMER-147,10: Auto-Wholesale,QC,,,,CREP,Canada,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories",Assembly/Bill of Materials,SKU-0918,285.9,-20.0,,-5649.94,115.06
2022-02-23,Credit Memo,DOC-000163,USER-11,CUSTOMER-174,10: Auto-Wholesale,,,,,HREP,,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0838,5992.0,-1.0,,-5961.74,4022.49
2022-07-01,Credit Memo,DOC-000164,USER-11,CUSTOMER-020,10: Auto-Wholesale,CO,,,,HSTK,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0838,5543.17,-1.0,,-5936.64,4158.36
2022-02-23,Credit Memo,DOC-000165,USER-11,CUSTOMER-215,10: Auto-Wholesale,PA,,,,HREP,,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0838,6465.33,-1.0,,-6064.46,4119.64
2023-07-17,Credit Memo,DOC-000166,USER-11,CUSTOMER-156,10: Auto-Wholesale,TN,,,,HREP,,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0838,6114.35,-1.0,,-6153.65,4588.05
2023-11-14,Credit Memo,DOC-000167,USER-11,CUSTOMER-291,10: Auto-Wholesale,,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0838,6989.96,-1.0,,-6461.79,3867.48
2024-04-05,Credit Memo,DOC-000168,USER-11,CUSTOMER-156,10: Auto-Wholesale,,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0838,6948.86,-1.0,,-5850.24,4660.56
2024-10-03,Credit Memo,DOC-000169,USER-11,CUSTOMER-156,10: Auto-Wholesale,TN,,,,HREP,,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0838,6011.72,-1.0,,-5830.84,4686.9
2025-02-18,Credit Memo,DOC-000170,USER-02,CUSTOMER-204,10: Auto-Wholesale,,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0838,7224.88,-1.0,,-6134.33,4751.64
2024-02-21,Credit Memo,DOC-000171,USER-11,CUSTOMER-081,00: Internal Sales Reps,NV,,,,HREP,,Automotive Machine - Fluid Service,Service Equipment : PM Equipment : PM With setup,Assembly/Bill of Materials,SKU-0418,3095.46,-1.0,,-3473.06,1726.72
2023-03-24,Credit Memo,DOC-000172,USER-11,CUSTOMER-174,10: Auto-Wholesale,CA,,,,HSTK,,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0838,6237.27,-1.0,,-6559.65,3857.15
2023-03-24,Credit Memo,DOC-000173,USER-11,CUSTOMER-174,10: Auto-Wholesale,CA,,,,HSTK,,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0838,5754.64,-1.0,,-7096.11,4330.77
2024-01-19,Credit Memo,DOC-000174,USER-11,CUSTOMER-299,11: Auto-Mobile,IL,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-0803,49.76,-12.0,,-480.86,15.48
2022-05-16,Credit Memo,DOC-000175,USER-11,CUSTOMER-156,10: Auto-Wholesale,,,,,HREP,,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0838,5448.26,-1.0,,-5863.07,3656.56
2022-05-18,Credit Memo,DOC-000176,USER-11,CUSTOMER-156,10: Auto-Wholesale,TN,,,,HSTK,,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0838,5230.73,-1.0,,-6902.25,3641.62
2023-10-31,Credit Memo,DOC-000177,USER-11,CUSTOMER-356,10: Auto-Wholesale,MI,,,,HSTK,,Automotive Service Tools,Service Equipment : Vacuum Pumps,Inventory Item,SKU-1043,237.35,-90.0,,-23027.22,129.53
2024-01-15,Credit Memo,DOC-000178,USER-11,CUSTOMER-299,11: Auto-Mobile,IL,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0884,15.67,-28.0,,-392.78,12.82
2022-09-15,Credit Memo,DOC-000179,USER-11,CUSTOMER-174,10: Auto-Wholesale,GA,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-1061,40.72,-16.0,,-589.97,7.31
2022-06-09,Credit Memo,DOC-000180,USER-11,CUSTOMER-303,11: Auto-Mobile,WI,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-0798,1055.57,-1.0,,-857.22,1287.78
2022-09-02,Credit Memo,DOC-000181,USER-11,CUSTOMER-302,11: Auto-Mobile,WI,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-0798,1097.47,-1.0,,-1098.23,1239.37
2022-09-16,Credit Memo,DOC-000182,USER-11,CUSTOMER-303,11: Auto-Mobile,,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-0798,1098.26,-1.0,,-1019.3,995.12
2022-11-17,Credit Memo,DOC-000183,USER-14,CUSTOMER-147,10: Auto-Wholesale,QC,,,,CREP,Canada,Automotive Machine - Fluid Service,Service Equipment : PM Equipment : PM With setup,Assembly/Bill of Materials,SKU-0415,4489.29,-2.0,,-9120.02,2456.87
2022-07-05,Credit Memo,DOC-000184,USER-14,CUSTOMER-244,10: Auto-Wholesale,ON,,Call for Pick UP,,CSTK,Canada,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0808,5558.75,-1.0,,-5953.37,2670.31
2022-02-03,Credit Memo,DOC-000185,USER-11,CUSTOMER-302,11: Auto-Mobile,IL,,,,HSTK,,Automotive Diagnostic Tools,Diagnostic Tools,Assembly/Bill of Materials,SKU-0882,4.67,-132.0,,-551.75,6.85
2022-03-18,Credit Memo,DOC-000186,USER-11,CUSTOMER-009,10: Auto-Wholesale,,,,,HREP,,Automotive Parts,RRR,Assembly/Bill of Materials,SKU-0860,575.63,-1.0,,-508.59,136.85
2024-03-15,Credit Memo,DOC-000187,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0858,528.19,-2.0,,-1182.1,134.7
2025-01-23,Credit Memo,DOC-000188,USER-11,CUSTOMER-053,13: Auto-OEM,MN,,UPS Ground,Domestic Standard Ground,HFLD,,Automotive Diagnostic Tools,Diagnostic Tools : Smoke Diagnostics,Assembly/Bill of Materials,SKU-1072,201.25,-2.0,,-459.56,114.56
2023-06-09,Credit Memo,DOC-000189,USER-14,CUSTOMER-350,10: Auto-Wholesale,ON,,Carrier TBD,,CSTK,Canada,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0808,6105.9,-1.0,,-4890.13,2870.19
2024-03-15,Credit Memo,DOC-000190,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0825,362.51,-3.0,,-1135.54,316.16
2023-12-29,Credit Memo,DOC-000191,USER-11,CUSTOMER-247,13: Auto-OEM,TX,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories : Manifolds",Assembly/Bill of Materials,SKU-0932,284.63,-6.0,,-1704.04,216.28
2022-06-29,Credit Memo,DOC-000192,USER-11,CUSTOMER-026,10: Auto-Wholesale,MI,,,,HREP,,Automotive Machine - Fluid Service,Service Equipment : PM Equipment : PM With setup,Assembly/Bill of Materials,SKU-0418,2513.68,-1.0,,-2622.36,2046.66
2022-07-27,Credit Memo,DOC-000193,USER-11,CUSTOMER-175,10: Auto-Wholesale,MI,,,,HREP,,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0933,3816.33,-3.0,,-12574.0,3804.67
2022-05-23,Credit Memo,DOC-000194,USER-11,CUSTOMER-118,10: Auto-Wholesale,TX,,,,HREP,,Automotive Diagnostic Tools,"Manifolds, Hoses, Accessories",Assembly/Bill of Materials,SKU-0927,116.5,-12.0,,-1318.93,98.24
2024-07-01,Credit Memo,DOC-000195,USER-11,CUSTOMER-299,11: Auto-Mobile,IL,,,,HREP,,Automotive Diagnostic Tools,Diagnostic Tools : Injection/Kits/UV Lights,Assembly/Bill of Materials,SKU-0701,54.66,-6.0,,-399.12,41.21
2022-06-28,Credit Memo,DOC-000196,USER-14,CUSTOMER-336,10: Auto-Wholesale,ON,,,,CREP,Canada,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0808,4880.41,-1.0,,-5672.91,2734.85
2022-07-14,Credit Memo,DOC-000197,USER-14,CUSTOMER-336,10: Auto-Wholesale,ON,,,,CREP,Canada,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0808,5561.0,-1.0,,-5967.09,3156.04
2022-10-07,Credit Memo,DOC-000198,USER-14,CUSTOMER-343,10: Auto-Wholesale,ON,,Carrier TBD,,CSTK,Canada,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0808,6006.79,-1.0,,-4774.63,3342.26
2023-05-02,Credit Memo,DOC-000199,USER-14,CUSTOMER-060,10: Auto-Wholesale,AB,,Carrier TBD,,CSTK,Canada,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0808,4908.22,-1.0,,-6087.84,3480.65
2024-09-03,Credit Memo,DOC-000200,USER-14,CUSTOMER-336,10: Auto-Wholesale,ON,,,,CREP,Canada,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0808,5092.72,-1.0,,-6054.35,2769.11
2024-02-13,Credit Memo,DOC-000201,USER-11,CUSTOMER-013,10: Auto-Wholesale,AL,,,,HREP,,Automotive Machine - Fluid Service,Service Equipment : PM Equipment : PM With setup,Assembly/Bill of Materials,SKU-0418,2861.98,-1.0,,-2657.28,1780.88
2023-04-03,Credit Memo,DOC-000202,USER-11,CUSTOMER-305,12: Auto-Open,FL,,,,HREP,,Automotive Parts,RRR,Inventory Item,SKU-0237,0.57,-1500.0,,-778.07,0.31
2022-04-07,Credit Memo,DOC-000203,USER-11,CUSTOMER-013,10: Auto-Wholesale,MI,,,,HSTK,,Automotive Machine - Fluid Service,Service Equipment : PM Equipment,Assembly/Bill of Materials,SKU-0418,2353.86,-1.0,,-2150.59,2189.62
2022-03-01,Credit Memo,DOC-000204,USER-14,CUSTOMER-348,10: Auto-Wholesale,NB,,Carrier TBD,,CREP,Canada,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0808,4287.21,-1.0,,-4725.04,3326.45
2024-04-02,Credit Memo,DOC-000205,USER-11,CUSTOMER-174,10: Auto-Wholesale,GA,,,,HREP,,Automotive Machine - Fluid Service,RRR,Assembly/Bill of Materials,SKU-0710,847.04,-1.0,,-903.2,799.38
2024-11-05,Credit Memo,DOC-000206,USER-11,CUSTOMER-174,10: Auto-Wholesale,GA,,,,HREP,,Automotive Machine - Fluid Service,RRR,Assembly/Bill of Materials,SKU-0710,911.21,-1.0,,-849.43,822.26
2023-01-05,Credit Memo,DOC-000207,USER-14,CUSTOMER-343,10: Auto-Wholesale,ON,,,,CREP,Canada,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0808,4002.96,-1.0,,-5149.22,3125.12
2022-10-20,Credit Memo,DOC-000208,USER-11,CUSTOMER-019,10: Auto-Wholesale,IA,,,,HREP,,Automotive Machine - Fluid Service,RRR,Assembly/Bill of Materials,SKU-0710,989.34,-1.0,,-871.41,744.78
2024-07-16,Credit Memo,DOC-000209,USER-14,CUSTOMER-128,10: Auto-Wholesale,MB,,,,CSTK,Canada,Automotive Machine - RRR,RRR : RRR Equipment,Assembly/Bill of Materials,SKU-0933,5984.21,-2.0,,-13877.09,3478.0
2024-03-15,Credit Memo,DOC-000210,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR : RRR Replacement Part,Assembly/Bill of Materials,SKU-0756,28.16,-28.0,,-739.91,11.88
2022-03-14,Credit Memo,DOC-000211,USER-11,CUSTOMER-184,10: Auto-Wholesale,MI,,LTL,Freight LTL,HFLD,,Automotive Service Equipment,Service Equipment : Airlift,Assembly/Bill of Materials,SKU-0452,118.33,-70.0,,-7522.92,61.41
2023-09-08,Credit Memo,DOC-000212,USER-14,CUSTOMER-038,20: TerraClean,ON,,,,CREP,Canada,Automotive Machine - RRR,RRR,Assembly/Bill of Materials,SKU-0808,4302.21,-1.0,,-4071.18,3120.85
2024-03-15,Credit Memo,DOC-000213,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR : RRR Accessory,Assembly/Bill of Materials,SKU-0842,79.23,-48.0,,-3972.54,27.2
2024-03-15,Credit Memo,DOC-000214,USER-11,CUSTOMER-069,15: Auto-Service Centers,,,,,HREP,,Automotive Parts,RRR : RRR Service Part,Assembly/Bill of Materials,SKU-0827,203.3,-2.0,,-387.96,96.41
